0.39656672545561433	261.63	0.8922751322751322
0.9914168136390359	293.66	1.3879835390946502
1.5862669018224573	329.63	1.9828336272780718
2.0819753086419754	349.23	2.577683715461493
2.676825396825397	392.0	3.073392122281011
3.271675485008818	440.0	3.6682422104644328
3.8665255731922397	493.88	4.263092298647854
4.362233980011758	523.25	4.758800705467372
4.957084068195179	531.3253012048193	4.968747795414462
4.968747795414462	537.8048780487804	4.974579659024103
4.974579659024103	531.3253012048193	4.980411522633744
4.980411522633744	537.8048780487804	4.992075249853028
4.992075249853028	531.3253012048193	4.997907113462669
4.997907113462669	176.4	5.00373897707231
5.00373897707231	518.8235294117648	5.009570840681952
5.009570840681952	264.07185628742513	5.032898295120518
5.032898295120518	177.82258064516128	5.038730158730159
